,Quarter,Tm,Detail,NYJ,NWE
0,1.0,Jets,Johnny Hector 1 yard rush (Pat Leahy kick),7,0
1,2.0,Jets,Johnny Hector 1 yard rush (Pat Leahy kick),14,0
2,2.0,Jets,Pat Leahy 46 yard field goal,17,0
3,2.0,Jets,Mickey Shuler 1 yard pass from Pat Ryan (Pat Leahy kick),24,0
4,3.0,Patriots,Tony Franklin 26 yard field goal,24,3
5,3.0,Patriots,Stanley Morgan 44 yard pass from Steve Grogan (Tony Franklin kick),24,10
6,3.0,Patriots,Irving Fryar 69 yard pass from Steve Grogan (Tony Franklin kick),24,17
7,4.0,Jets,Johnny Hector 1 yard rush (Pat Leahy kick),31,17
8,4.0,Patriots,Cedric Jones 18 yard pass from Steve Grogan (Tony Franklin kick),31,24
