,Quarter,Tm,Detail,MIA,BUF
0,1.0,Bills,O.J. Simpson 8 yard pass from Jack Kemp (Bruce Alford kick),0,7
1,1.0,Dolphins,Karl Kremser 21 yard field goal,3,7
2,2.0,Bills,Marlin Briscoe 12 yard pass from Jack Kemp (Bruce Alford kick),3,14
3,3.0,Bills,Bill Enyart 1 yard rush (Bruce Alford kick),3,21
4,4.0,Bills,O.J. Simpson 55 yard pass from Jack Kemp (Bruce Alford kick),3,28
