,Quarter,Tm,Detail,GNB,CHI
0,3.0,Packers,Travis Williams 39 yard rush (Booth Lusteg kick),7,0
1,3.0,Packers,Marv Fleming 10 yard pass from Don Horn (Booth Lusteg kick),14,0
2,3.0,Packers,Travis Williams 60 yard pass from Don Horn (Booth Lusteg kick),21,0
3,4.0,Bears,Mac Percival 34 yard field goal,21,3
