,Quarter,Tm,Detail,DET,CHI
0,2.0,Lions,Regis Monahan 13 yard field goal,3,0
1,2.0,Lions,Dutch Clark 18 yard field goal,6,0
2,4.0,Bears,Bill Karr 8 yard pass from Ray Buivid (Joe Maniaci kick),6,7
3,4.0,Lions,Lloyd Cardwell 5 yard rush (Regis Monahan kick),13,7
