,Quarter,Time,Tm,Detail,ARI,DAL
0,1.0,3:26,Cowboys,Emmitt Smith 1 yard rush (Tim Seder kick),0,7
1,1.0,1:01,Cowboys,Wane McGarity 59 yard punt return (Tim Seder kick),0,14
2,2.0,10:52,Cowboys,Chris Warren 32 yard rush (Tim Seder kick),0,21
3,2.0,1:30,Cowboys,Tim Seder 32 yard field goal,0,24
4,2.0,0:00,Cowboys,Tim Seder 23 yard field goal,0,27
5,3.0,6:50,Cowboys,Rocket Ismail 24 yard pass from Troy Aikman (Tim Seder kick),0,34
6,3.0,4:03,Cowboys,Chris Warren 10 yard rush (Tim Seder kick),0,41
7,4.0,12:21,Cowboys,Robert Thomas 2 yard pass from Troy Aikman (Tim Seder kick),0,48
8,4.0,5:29,Cardinals,Michael Pittman 1 yard rush (Cary Blanchard kick),7,48
