,Quarter,Tm,Detail,WAS,PHI
0,1.0,Eagles,Billy Ray Barnes 1 yard rush (Bobby Walston kick),0,7
1,2.0,Redskins,John Carson 28 yard pass from Eddie LeBaron (Sam Baker kick),7,7
2,2.0,Redskins,Sam Baker 33 yard field goal,10,7
3,3.0,Eagles,Norm Van Brocklin 1 yard rush (Bobby Walston kick),10,14
4,4.0,Redskins,Dick James 3 yard rush (Sam Baker kick),17,14
5,4.0,Redskins,Don Bosseler 1 yard rush (Sam Baker kick),24,14
