,Quarter,Tm,Detail,RAM,DET
0,1.0,Rams,Tom Harmon 14 yard pass from Bob Waterfield (Bob Waterfield kick),7,0
1,1.0,Rams,Jim Benton 26 yard pass from Bob Waterfield,13,0
2,2.0,Lions,Bill Dudley 33 yard pass from Clyde LeForce,13,6
3,3.0,Rams,Red Hickey 27 yard pass from Bob Waterfield (Bob Waterfield kick),20,6
4,4.0,Lions,Pete Kmetovic 53 yard pass from Roy Zimmerman (Roy Zimmerman kick),20,13
5,4.0,Rams,Tom Harmon 32 yard rush (Bob Waterfield kick),27,13
