,Quarter,Tm,Detail,GNB,DET
0,1.0,Packers,Fred Cone 14 yard field goal,3,0
1,1.0,Lions,Jim Martin 36 yard field goal,3,3
2,2.0,Packers,Fred Cone 16 yard field goal,6,3
3,3.0,Lions,John Henry Johnson 62 yard rush (Bobby Layne kick),6,10
4,3.0,Lions,Jim Martin 42 yard field goal,6,13
5,3.0,Lions,"Safety, Perry tackled Parilli in end zone",6,15
6,4.0,Lions,Jim Martin 17 yard field goal,6,18
