,Quarter,Time,Tm,Detail,CLE,JAX
0,1.0,10:44,Jaguars,Mike Hollis 40 yard field goal,0,3
1,2.0,14:56,Jaguars,Fred Taylor 3 yard rush (Mike Hollis kick),0,10
2,2.0,3:09,Jaguars,Mike Hollis 24 yard field goal,0,13
3,2.0,0:28,Jaguars,Keenan McCardell 14 yard pass from Mark Brunell (Mike Hollis kick),0,20
4,3.0,7:45,Jaguars,Fred Taylor 2 yard rush (Mike Hollis kick),0,27
5,3.0,7:20,Jaguars,Mark Brunell 8 yard rush (Mike Hollis kick),0,34
6,3.0,1:33,Jaguars,Fred Taylor 1 yard rush (Mike Hollis kick),0,41
7,4.0,5:27,Jaguars,Shyrone Stith 3 yard rush (Mike Hollis kick),0,48
