,Quarter,Tm,Detail,WAS,DAL
0,1.0,Cowboys,Efren Herrera 24 yard field goal,0,3
1,1.0,Redskins,Mark Moseley 45 yard field goal,3,3
2,2.0,Redskins,Mark Moseley 34 yard field goal,6,3
3,2.0,Redskins,Mark Moseley 39 yard field goal,9,3
4,3.0,Redskins,Duane Thomas 9 yard pass from Billy Kilmer (Mark Moseley kick),16,3
5,3.0,Cowboys,Billy Joe DuPree 35 yard pass from Clint Longley (Efren Herrera kick),16,10
6,3.0,Cowboys,Walt Garrison 1 yard rush (Efren Herrera kick),16,17
7,4.0,Redskins,Duane Thomas 19 yard rush (Mark Moseley kick),23,17
8,4.0,Cowboys,Drew Pearson 50 yard pass from Clint Longley (Efren Herrera kick),23,24
