,Quarter,Tm,Detail,WAS,NYG
0,1.0,Giants,Ben Agajanian 10 yard field goal,0,3
1,2.0,Giants,Bob Schnelker 3 yard pass from Charlie Conerly (Ben Agajanian kick),0,10
2,2.0,Giants,Buford Long 36 yard pass from Charlie Conerly (Ben Agajanian kick),0,17
3,3.0,Redskins,Al Dorow 2 yard rush (Ralph Felton kick),7,17
4,4.0,Giants,Eddie Price 26 yard pass from Charlie Conerly (Ben Agajanian kick),7,24
