,Quarter,Tm,Detail,CHI,GNB
0,1.0,Packers,Paul Hornung 1 yard rush (Don Chandler kick),0,7
1,1.0,Packers,Lee Roy Caffey 42 yard interception return (Don Chandler kick),0,14
2,2.0,Packers,Bob Long 48 yard pass from Bart Starr,0,20
3,3.0,Packers,Don Chandler 16 yard field goal,0,23
4,3.0,Bears,Gale Sayers 6 yard rush (Roger LeClerc kick),7,23
5,4.0,Bears,Gale Sayers 65 yard pass from Rudy Bukich (Roger LeClerc kick),14,23
