,Quarter,Tm,Detail,NYG,GNB
0,1.0,Packers,Milt Gantenbein 7 yard pass from Arnie Herber (Tiny Engebretsen kick),0,7
1,3.0,Packers,Tiny Engebretsen 29 yard field goal,0,10
2,3.0,Packers,Joe Laws 31 yard pass from Cecil Isbell (Tiny Engebretsen kick),0,17
3,4.0,Packers,Ernie Smith 42 yard field goal,0,20
4,4.0,Packers,Ed Jankowski 1 yard rush (Ernie Smith kick),0,27
