,Quarter,Time,Tm,Detail,NYJ,BAL
0,1.0,7:55,Ravens,Mark Ingram 6 yard rush (Justin Tucker kick),0,7
1,1.0,2:57,Ravens,Miles Boykin 5 yard pass from Lamar Jackson (Justin Tucker kick failed),0,13
2,2.0,13:32,Jets,Jamison Crowder 4 yard pass from Sam Darnold (Sam Ficken kick),7,13
3,2.0,9:47,Ravens,Mark Andrews 1 yard pass from Lamar Jackson (Mark Ingram run),7,21
4,3.0,5:14,Ravens,Marquise Brown 24 yard pass from Lamar Jackson (Justin Tucker kick),7,28
5,3.0,1:04,Ravens,Seth Roberts 33 yard pass from Lamar Jackson (Justin Tucker kick),7,35
6,4.0,12:13,Jets,B.J. Bello 14 yard blocked punt return (Sam Ficken kick failed),13,35
7,4.0,10:04,Ravens,Mark Ingram 10 yard pass from Lamar Jackson (Justin Tucker kick),13,42
8,4.0,7:43,Jets,Jamison Crowder 18 yard pass from Sam Darnold (Robby Anderson pass from Sam Darnold ),21,42
