,Quarter,Tm,Detail,PIT,CLE
0,2.0,Browns,Jim Brown 34 yard pass from Frank Ryan (Lou Groza kick),0,7
1,2.0,Browns,Gary Collins 12 yard pass from Frank Ryan (Lou Groza kick),0,14
2,3.0,Steelers,Joe Womack 15 yard rush (Lou Michaels kick),7,14
3,4.0,Browns,Ray Renfro 31 yard pass from Frank Ryan (Lou Groza kick),7,21
4,4.0,Steelers,John Henry Johnson 6 yard rush (Lou Michaels kick),14,21
5,4.0,Browns,Jim Brown 1 yard rush (Lou Groza kick),14,28
6,4.0,Browns,Jim Brown 1 yard rush (Lou Groza kick),14,35
