,Quarter,Tm,Detail,NYG,PIT
0,1.0,Steelers,Bobby Layne 37 yard field goal,0,3
1,1.0,Giants,Frank Gifford 77 yard pass from Charlie Conerly (Pat Summerall kick),7,3
2,1.0,Giants,Frank Gifford 28 yard pass from Charlie Conerly (Pat Summerall kick),14,3
3,1.0,Steelers,Buddy Dial 35 yard pass from Bobby Layne (Bobby Layne kick),14,10
4,3.0,Steelers,Bobby Layne 19 yard field goal,14,13
5,4.0,Giants,Sam Huff 5 yard fumble return (Pat Summerall kick),21,13
6,4.0,Steelers,Bobby Layne 17 yard field goal,21,16
