,Quarter,Tm,Detail,PHI,NYG
0,1.0,Giants,Phil King 38 yard pass from Y.A. Tittle (Don Chandler kick),0,7
1,1.0,Eagles,Tommy McDonald 64 yard pass from King Hill (Mike Clark kick),7,7
2,2.0,Giants,Alex Webster 2 yard rush (Don Chandler kick),7,14
3,2.0,Giants,Joe Morrison 7 yard pass from Y.A. Tittle (Don Chandler kick),7,21
4,2.0,Giants,Phil King 3 yard rush (Don Chandler kick),7,28
5,3.0,Giants,Frank Gifford 14 yard pass from Y.A. Tittle (Don Chandler kick),7,35
6,4.0,Eagles,Lee Roy Caffey 87 yard interception return (Mike Clark kick),14,35
7,4.0,Giants,Del Shofner 22 yard pass from Glynn Griffing (Don Chandler kick),14,42
