,Quarter,Time,Tm,Detail,STL,SFO
0,2.0,,49ers,"Safety, B. Young tackled Banks in end zone",0,2
1,2.0,,49ers,Derek Loville 2 yard rush (Jeff Wilkins kick),0,9
2,2.0,,49ers,Jeff Wilkins 38 yard field goal,0,12
3,2.0,,49ers,"Safety, Landeta kicked ball out of end zone",0,14
4,3.0,,49ers,Jeff Wilkins 22 yard field goal,0,17
5,4.0,,49ers,Jeff Wilkins 21 yard field goal,0,20
6,4.0,,49ers,Tommy Vardell 1 yard rush (Jeff Wilkins kick),0,27
7,4.0,,49ers,Dexter Carter 1 yard rush (Jeff Wilkins kick),0,34
