,Quarter,Tm,Detail,NYG,PIT
0,1.0,Giants,Randy Clay 2 yard pass from Charlie Conerly (Randy Clay kick),7,0
1,1.0,Steelers,Lynn Chandnois 93 yard kickoff return (Nick Bolkovac kick),7,7
2,2.0,Giants,Buford Long 55 yard pass from Charlie Conerly (Randy Clay kick),14,7
3,2.0,Steelers,Nick Bolkovac 35 yard field goal,14,10
4,4.0,Steelers,Elbie Nickel 4 yard pass from Jim Finks (Nick Bolkovac kick),14,17
5,4.0,Steelers,Nick Bolkovac 14 yard fumble return (Nick Bolkovac kick),14,24
