,Quarter,Tm,Detail,PHI,WAS
0,1.0,Eagles,Ken Keller 45 yard rush (Bobby Walston kick),7,0
1,1.0,Eagles,Bobby Walston 17 yard field goal,10,0
2,2.0,Redskins,Sam Baker 17 yard field goal,10,3
3,3.0,Eagles,Hank Burnine 11 yard pass from Don Schaefer (Bobby Walston kick),17,3
4,3.0,Redskins,Leo Elter 4 yard rush (Sam Baker kick),17,10
5,4.0,Redskins,John Carson 5 yard pass from Al Dorow,17,16
6,4.0,Redskins,Sam Baker 21 yard field goal,17,19
