,Quarter,Tm,Detail,GNB,CHI
0,1.0,Bears,Brad Muster 8 yard rush (Kevin Butler kick),0,7
1,1.0,Packers,Chris Jacke 25 yard field goal,3,7
2,2.0,Packers,Jackie Harris 1 yard pass from Mike Tomczak (Chris Jacke kick),10,7
3,2.0,Bears,Brad Muster 6 yard rush (Kevin Butler kick),10,14
4,2.0,Bears,Wendell Davis 20 yard pass from Jim Harbaugh (Kevin Butler kick),10,21
5,2.0,Packers,Chris Jacke 25 yard field goal,13,21
6,3.0,Bears,Wendell Davis 35 yard pass from Jim Harbaugh,13,27
