,Quarter,Tm,Detail,HAM,CAN
0,1.0,Bulldogs,Pete Henry 37 yard field goal,0,3
1,1.0,Bulldogs,Tex Grigg 26 yard pass from Lou Smyth (Pete Henry kick),0,10
2,1.0,Bulldogs,Bird Carroll 28 yard pass from Lou Smyth (Pete Henry kick),0,17
