,Quarter,Tm,Detail,STL,NYG
0,2.0,Cardinals,Doug Marsh 14 yard pass from Jim Hart (Neil O'Donoghue kick),7,0
1,2.0,Giants,Joe Danelo 41 yard field goal,7,3
2,2.0,Giants,Johnny Perkins 5 yard pass from Phil Simms (Joe Danelo kick),7,10
3,2.0,Giants,Johnny Perkins 7 yard pass from Phil Simms (Joe Danelo kick),7,17
4,3.0,Giants,Joe Danelo 45 yard field goal,7,20
5,3.0,Giants,Earnest Gray 22 yard pass from Phil Simms (Joe Danelo kick),7,27
6,4.0,Cardinals,Theotis Brown 3 yard rush (Neil O'Donoghue kick),14,27
7,4.0,Giants,Rob Carpenter 21 yard rush (Joe Danelo kick),14,34
