,Quarter,Tm,Detail,PHI,NYG
0,1.0,Giants,Joe Morrison 1 yard rush (Pat Summerall kick),0,7
1,2.0,Giants,Pat Summerall 26 yard field goal,0,10
2,3.0,Eagles,Tommy McDonald 35 yard pass from Norm Van Brocklin (Bobby Walston kick),7,10
3,4.0,Eagles,Bobby Walston 12 yard field goal,10,10
4,4.0,Eagles,Jimmy Carr 38 yard defensive fumble return (Bobby Walston kick),17,10
