,Quarter,Tm,Detail,CIN,HOU
0,1.0,Oilers,Ernest Givins 30 yard pass from Warren Moon (Al Del Greco kick),0,7
1,2.0,Bengals,Brian Brennan 17 yard pass from Boomer Esiason (Jim Breech kick),7,7
2,2.0,Oilers,Al Del Greco 27 yard field goal,7,10
3,2.0,Bengals,Jim Breech 24 yard field goal,10,10
4,3.0,Oilers,Lorenzo White 1 yard rush (Al Del Greco kick),10,17
5,4.0,Oilers,Webster Slaughter 36 yard pass from Warren Moon (Al Del Greco kick),10,24
6,4.0,Oilers,"Safety, Esiason ran out of end zone",10,26
