,Quarter,Tm,Detail,WAS,PHI
0,1.0,Redskins,Max Krause unknown yard rush (Bob Masterson kick),7,0
1,1.0,Eagles,Hank Reese 22 yard field goal,7,3
2,2.0,Redskins,Max Krause 40 yard pass from Sammy Baugh (Bob Masterson kick),14,3
3,2.0,Eagles,Dave Smukler 9 yard rush (Hank Reese kick),14,10
4,2.0,Eagles,Joe Carter 39 yard pass from Dick Riffle,14,16
5,3.0,Redskins,Max Krause 71 yard rush,20,16
6,3.0,Eagles,Joe Carter 9 yard pass from Emmett Mortell (Hank Reese kick),20,23
7,3.0,Redskins,Bill Young 62 yard pass from Bill Hartman,26,23
