,Quarter,Tm,Detail,SFO,RAM
0,1.0,49ers,Carroll Hardy 14 yard pass from Y.A. Tittle (Gordie Soltau kick),7,0
1,1.0,Rams,Les Richter 34 yard field goal,7,3
2,2.0,49ers,Hugh McElhenny 55 yard pass from Y.A. Tittle (Gordie Soltau kick),14,3
3,3.0,Rams,Tank Younger 1 yard rush (Les Richter kick),14,10
4,4.0,Rams,Andy Robustelli 10 yard interception return (Les Richter kick),14,17
5,4.0,Rams,Les Richter 16 yard field goal,14,20
6,4.0,Rams,Corky Taylor 55 yard interception return (Les Richter kick),14,27
