,Quarter,Time,Tm,Detail,WAS,PHI
0,1.0,2:48,Eagles,Nick Foles 4 yard rush (Alex Henery kick),0,7
1,2.0,14:31,Eagles,LeSean McCoy 1 yard rush (Alex Henery kick),0,14
2,2.0,3:51,Eagles,Alex Henery 24 yard field goal,0,17
3,3.0,9:41,Eagles,LeSean McCoy 1 yard rush (Alex Henery kick),0,24
4,4.0,12:56,Redskins,Darrel Young 62 yard pass from Robert Griffin III (Nick Williams pass from Robert Griffin III),8,24
5,4.0,5:57,Redskins,Aldrick Robinson 41 yard pass from Robert Griffin III (Robert Griffin III run),16,24
