,Quarter,Time,Tm,Detail,BAL,CIN
0,1.0,,Ravens,Roosevelt Potts 12 yard pass from Jim Harbaugh (Matt Stover kick),7,0
1,2.0,,Ravens,Matt Stover 34 yard field goal,10,0
2,2.0,,Bengals,Doug Pelfrey 40 yard field goal,10,3
3,2.0,0:11,Ravens,Priest Holmes 1 yard rush (Matt Stover kick),17,3
4,3.0,0:11,Bengals,Doug Pelfrey 34 yard field goal,17,6
5,3.0,0:11,Bengals,Brandon Bennett 2 yard rush (Doug Pelfrey kick),17,13
6,4.0,0:11,Ravens,Matt Stover 23 yard field goal,20,13
