,Quarter,Tm,Detail,DAL,NYG
0,1.0,Cowboys,Billy Joe DuPree 4 yard pass from Roger Staubach (Rafael Septien kick),7,0
1,2.0,Cowboys,Robert Newhouse 2 yard rush (Rafael Septien kick),14,0
2,2.0,Giants,Al Dixon 4 yard pass from Joe Pisarcik (Joe Danelo kick),14,7
3,2.0,Cowboys,Jay Saldi 2 yard pass from Roger Staubach (Rafael Septien kick),21,7
4,3.0,Giants,Bobby Hammond 11 yard rush (Joe Danelo kick),21,14
5,3.0,Giants,Joe Danelo 42 yard field goal,21,17
6,3.0,Cowboys,Robert Newhouse 1 yard rush,27,17
7,4.0,Cowboys,Tony Dorsett 3 yard rush (Rafael Septien kick),34,17
8,4.0,Giants,Dan Doornink 1 yard rush (Joe Danelo kick),34,24
