,Quarter,Tm,Detail,NYG,WAS
0,2.0,Giants,Ron Johnson 1 yard rush (Pete Gogolak kick),7,0
1,2.0,Redskins,Jerry Smith 18 yard pass from Billy Kilmer,7,6
2,3.0,Giants,Pete Gogolak 12 yard field goal,10,6
3,3.0,Redskins,Charlie Harraway 1 yard rush (Curt Knight kick),10,13
4,4.0,Giants,Pete Gogolak 23 yard field goal,13,13
5,4.0,Redskins,Larry Brown 5 yard rush (Curt Knight kick),13,20
6,4.0,Redskins,Larry Brown 4 yard rush (Curt Knight kick),13,27
