,Quarter,Tm,Detail,GNB,CHI
0,3.0,Packers,Paul Hornung 1 yard rush (Don Chandler kick),7,0
1,3.0,Packers,Don Chandler 30 yard field goal,10,0
2,4.0,Packers,Willie Wood 20 yard interception return (Don Chandler kick),17,0
