,Quarter,Tm,Detail,CHI,GNB
0,1.0,Bears,Wilford White 8 yard rush (Johnny Lujack kick),7,0
1,1.0,Bears,George Blanda 46 yard field goal,10,0
2,2.0,Bears,Julie Rykovich 1 yard rush (Johnny Lujack kick),17,0
3,2.0,Packers,Bob Mann 12 yard pass from Bobby Thomason,17,6
4,3.0,Bears,John Dottley 1 yard rush (Johnny Lujack kick),24,6
5,3.0,Packers,Jack Cloud 1 yard pass from Bobby Thomason (Fred Cone kick),24,13
6,4.0,Bears,Chuck Hunsinger 5 yard rush (Johnny Lujack kick),31,13
7,4.0,Packers,Jack Cloud 1 yard rush (Fred Cone kick),31,20
