,Quarter,Time,Tm,Detail,KAN,SDG
0,1.0,5:33,Chargers,Malcom Floyd 17 yard pass from Philip Rivers (Nate Kaeding kick),0,7
1,2.0,6:47,Chargers,Mike Tolbert 8 yard rush (Nate Kaeding kick),0,14
2,2.0,0:40,Chargers,Malcom Floyd 9 yard pass from Philip Rivers (Nate Kaeding kick),0,21
3,4.0,8:25,Chargers,Nate Kaeding 48 yard field goal,0,24
4,4.0,3:15,Chargers,Ryan Mathews 15 yard rush (Nate Kaeding kick),0,31
