,Quarter,Tm,Detail,WAS,NYG
0,2.0,Giants,Frank Gifford 1 yard rush (Randy Clay kick),0,7
1,2.0,Giants,Kyle Rote 11 yard pass from Charlie Conerly (Randy Clay kick),0,14
2,3.0,Redskins,Hugh Taylor 8 yard pass from Jack Scarbath (Bill Dudley kick),7,14
3,4.0,Redskins,Bill Dudley 37 yard field goal,10,14
4,4.0,Redskins,Eddie LeBaron 4 yard rush (Bill Dudley kick),17,14
5,4.0,Redskins,Charlie Justice 15 yard rush (Bill Dudley kick),24,14
6,4.0,Giants,Eddie Price 1 yard rush (Randy Clay kick),24,21
