,Quarter,Tm,Detail,WAS,PHI
0,1.0,Eagles,John Sanders 19 yard interception return (Nick Mike-Mayer kick),0,7
1,2.0,Redskins,Mark Moseley 49 yard field goal,3,7
2,2.0,Eagles,Nick Mike-Mayer 29 yard field goal,3,10
3,3.0,Redskins,John Riggins 3 yard rush (Mark Moseley kick),10,10
4,4.0,Eagles,Wilbert Montgomery 12 yard rush (Nick Mike-Mayer kick),10,17
