,Quarter,Tm,Detail,PHI,WAS
0,1.0,Eagles,Cliff Patton 12 yard field goal,3,0
1,2.0,Eagles,Frank Ziegler 13 yard pass from Tommy Thompson (Cliff Patton kick),10,0
2,3.0,Eagles,Steve Van Buren 11 yard rush,16,0
3,3.0,Eagles,Jim Parmer 9 yard rush (Cliff Patton kick),23,0
4,4.0,Eagles,Cliff Patton 22 yard field goal,26,0
5,4.0,Eagles,Toy Ledbetter 19 yard pass from Bill Mackrides (Cliff Patton kick),33,0
