,Quarter,Tm,Detail,CHI,DET
0,1.0,Bears,Jack Manders 34 yard field goal,3,0
1,1.0,Bears,Jack Manders 23 yard field goal,6,0
2,4.0,Bears,Sam Francis 45 yard interception return (Jack Manders kick),13,0
