,Quarter,Tm,Detail,CRD,CHI
0,3.0,Bears,Bill Geyer 40 yard pass from Sid Luckman,0,6
1,3.0,Bears,Connie Mack Berry 21 yard pass from Sid Luckman (Bob Snyder kick),0,13
2,4.0,Bears,Bill Geyer 2 yard rush (Bob Snyder kick),0,20
