,Quarter,Tm,Detail,CLE,NYG
0,1,Giants,Joel Wells 7 yard pass from Y.A. Tittle (Pat Summerall kick),0,7
1,3,Browns,Leon Clarke 35 yard pass from Milt Plum (Lou Groza kick),7,7
