,Quarter,Tm,Detail,PHI,PIT
0,1.0,Eagles,Don Schaefer 1 yard rush (Bobby Walston kick),7,0
1,2.0,Eagles,Bobby Walston 51 yard pass from Bobby Thomason (Bobby Walston kick),14,0
2,2.0,Eagles,Eddie Bell 28 yard interception return (Bobby Walston kick),21,0
3,2.0,Eagles,John Bredice 40 yard pass from Bobby Thomason (Bobby Walston kick),28,0
4,3.0,Steelers,Lowell Perry 15 yard pass from Ted Marchibroda (Gary Glick kick),28,7
5,4.0,Steelers,Ray Mathews 64 yard pass from Ted Marchibroda (Gary Glick kick),28,14
6,4.0,Steelers,Ray Mathews 20 yard pass from Ted Marchibroda (Gary Glick kick),28,21
7,4.0,Eagles,Ken Keller 51 yard rush (Bobby Walston kick),35,21
