,Quarter,Tm,Detail,WAS,STL
0,1.0,Cardinals,Roger Wehrli 53 yard interception return,0,6
1,1.0,Cardinals,Jim Bakken 47 yard field goal,0,9
2,2.0,Cardinals,Earl Thomas 52 yard pass from Jim Hart (Jim Bakken kick),0,16
3,2.0,Redskins,Mark Moseley 48 yard field goal,3,16
4,2.0,Redskins,Larry Brown 2 yard pass from Sonny Jurgensen (Mark Moseley kick),10,16
5,3.0,Redskins,Mark Moseley 34 yard field goal,13,16
6,3.0,Cardinals,Donny Anderson 17 yard pass from Jim Hart (Jim Bakken kick),13,23
7,4.0,Redskins,Larry Brown 13 yard pass from Sonny Jurgensen (Mark Moseley kick),20,23
