,Quarter,Tm,Detail,CLE,PIT
0,2.0,Browns,Matt Bahr 34 yard field goal,3,0
1,2.0,Browns,Matt Bahr 45 yard field goal,6,0
2,3.0,Steelers,Walter Abercrombie 32 yard rush (Gary Anderson kick),6,7
3,4.0,Browns,Matt Bahr 30 yard field goal,9,7
4,4.0,Steelers,Gary Anderson 25 yard field goal,9,10
