,Quarter,Tm,Detail,DAL,WAS
0,2.0,Cowboys,Roger Ruzek 20 yard field goal,3,0
1,3.0,Redskins,Chip Lohmiller 35 yard field goal,3,3
2,3.0,Cowboys,Paul Palmer 2 yard rush (Roger Ruzek kick),10,3
3,4.0,Cowboys,Roger Ruzek 43 yard field goal,13,3
