,Quarter,Tm,Detail,STL,WAS
0,1.0,Redskins,Clarence Harmon 5 yard pass from Joe Theismann (Mark Moseley kick),0,7
1,1.0,Redskins,Mark Moseley 30 yard field goal,0,10
2,2.0,Redskins,Ricky Thompson 36 yard pass from Joe Theismann,0,16
3,2.0,Redskins,Clarence Harmon 20 yard rush (Mark Moseley kick),0,23
