,Quarter,Tm,Detail,DET,CHI
0,1.0,Bears,Tipp Mooney 61 yard pass from Gene Ronzani (Pete Gudauskas kick),0,7
1,2.0,Lions,Bob Westfall 1 yard rush (Frankie Sinkwich kick),7,7
2,2.0,Bears,Ray McLean 38 yard pass from Gene Ronzani (Pete Gudauskas kick),7,14
3,3.0,Lions,Jack Matheson 17 yard pass from Frankie Sinkwich (Frankie Sinkwich kick),14,14
4,3.0,Lions,Bob Westfall 75 yard rush (Frankie Sinkwich kick),21,14
5,4.0,Bears,Ray McLean 28 yard pass from Gene Ronzani (Pete Gudauskas kick),21,21
