,Quarter,Tm,Detail,RAM,SFO
0,1.0,Rams,Tony Baker 1 yard rush,6,0
1,2.0,Rams,Bob Klein 23 yard pass from James Harris,12,0
2,2.0,49ers,Bruce Gossett 46 yard field goal,12,3
3,3.0,49ers,Bruce Gossett 31 yard field goal,12,6
4,4.0,Rams,David Ray 20 yard field goal,15,6
5,4.0,49ers,Gene Washington 39 yard pass from Norm Snead (Bruce Gossett kick),15,13
