,Quarter,Tm,Detail,PIT,NYG
0,1.0,Giants,Joe Morrison 7 yard pass from Fran Tarkenton (Pete Gogolak kick),0,7
1,4.0,Giants,Pete Gogolak 14 yard field goal,0,10
2,4.0,Steelers,Dick Shiner 18 yard rush (Gene Mingo kick),7,10
