,Quarter,Tm,Detail,GNB,DET
0,1.0,Packers,Don Hutson 58 yard pass from Arnie Herber (Ernie Smith kick),7,0
1,1.0,Lions,Dutch Clark 1 yard rush (Dutch Clark kick),7,7
2,1.0,Packers,Clarke Hinkle 4 yard rush (Ernie Smith kick),14,7
3,2.0,Lions,Bill Shepherd 38 yard fumble return (Glenn Presnell kick),14,14
4,2.0,Packers,Don Hutson 40 yard blocked punt return,20,14
5,3.0,Packers,Tiny Engebretsen 23 yard field goal,23,14
6,3.0,Packers,Ernie Smith 38 yard field goal,26,14
7,4.0,Lions,Dutch Clark 25 yard field goal,26,17
