,Quarter,Tm,Detail,WAS,PHI
0,1.0,Redskins,Bob Khayat 37 yard field goal,3,0
1,2.0,Redskins,Bob Khayat 22 yard field goal,6,0
2,2.0,Redskins,Dick James 31 yard pass from Norm Snead (Bob Khayat kick),13,0
3,4.0,Eagles,Timmy Brown 25 yard pass from Sonny Jurgensen (Mike Clark kick),13,7
4,4.0,Eagles,Mike Clark 45 yard field goal,13,10
