,Quarter,Time,Tm,Detail,NYG,WAS
0,2.0,12:23,Redskins,Dustin Hopkins 41 yard field goal,0,3
1,2.0,10:18,Redskins,DeSean Jackson 63 yard pass from Kirk Cousins (Dustin Hopkins kick),0,10
2,2.0,1:45,Redskins,Kirk Cousins 1 yard rush (Dustin Hopkins kick),0,17
3,4.0,11:36,Redskins,Dustin Hopkins 33 yard field goal,0,20
4,4.0,10:10,Giants,Rueben Randle 40 yard pass from Eli Manning (Josh Brown kick),7,20
5,4.0,4:57,Giants,Odell Beckham Jr. 21 yard pass from Eli Manning (Josh Brown kick),14,20
