,Quarter,Tm,Detail,WAS,NYG
0,1.0,Giants,Bill Petrilas 24 yard interception return (Ken Strong kick),0,7
1,1.0,Giants,Ken Strong 17 yard field goal,0,10
2,2.0,Redskins,Wilbur Moore 9 yard pass from Sammy Baugh (Joe Aguirre kick),7,10
3,2.0,Redskins,Joe Aguirre 43 yard field goal,10,10
4,3.0,Redskins,Joe Aguirre 7 yard field goal,13,10
5,4.0,Giants,Bill Paschal 2 yard rush,13,16
