,Quarter,Tm,Detail,NYG,WAS
0,1.0,Redskins,Dick Haley 3 yard rush (Sam Baker kick),0,7
1,1.0,Giants,Joe Morrison 9 yard pass from Charlie Conerly (Pat Summerall kick),7,7
2,2.0,Redskins,Sam Baker 39 yard field goal,7,10
3,3.0,Giants,Kyle Rote 26 yard pass from Charlie Conerly (Pat Summerall kick),14,10
4,3.0,Giants,Pat Summerall 14 yard field goal,17,10
5,4.0,Giants,Joe Morrison 1 yard rush (Pat Summerall kick),24,10
