,Quarter,Tm,Detail,RAM,SFO
0,2.0,49ers,John Brodie 4 yard rush (Tommy Davis kick),0,7
1,2.0,Rams,Tommy McDonald 9 yard pass from Roman Gabriel (Bruce Gossett kick),7,7
2,3.0,49ers,Kent Kramer 3 yard pass from John Brodie (Tommy Davis kick),7,14
3,3.0,Rams,Bruce Gossett 16 yard field goal,10,14
4,3.0,Rams,Bruce Gossett 17 yard field goal,13,14
5,4.0,49ers,John Brodie 5 yard rush (Tommy Davis kick),13,21
