,Quarter,Tm,Detail,NYG,WAS
0,1,Redskins,Joe Aguirre 23 yard field goal,0,3
1,3,Redskins,Les Dye 25 yard pass from Sammy Baugh (Joe Aguirre kick),0,10
2,4,Redskins,Frank Akins 2 yard rush (Sammy Baugh run),0,17
