,Quarter,Time,Tm,Detail,PIT,JAX
0,2.0,14:20,Steelers,Kris Brown 41 yard field goal,3,0
1,2.0,11:40,Jaguars,Jimmy Smith 34 yard pass from Mark Brunell (Mike Hollis kick),3,7
2,2.0,6:33,Jaguars,Jimmy Smith 15 yard pass from Mark Brunell (Mike Hollis kick),3,14
3,2.0,3:26,Jaguars,Damon Jones 1 yard pass from Mark Brunell (Mike Hollis kick),3,21
