,Quarter,Tm,Detail,CHI,DET
0,1.0,Bears,Bill McColl 11 yard pass from Ed Brown (George Blanda kick),7,0
1,1.0,Lions,Doak Walker 70 yard pass from Bobby Layne (Doak Walker kick),7,7
2,2.0,Bears,George Blanda 10 yard field goal,10,7
3,2.0,Lions,Dave Middleton 77 yard pass from Bobby Layne (Doak Walker kick),10,14
4,3.0,Bears,Harlon Hill 20 yard pass from Ed Brown (George Blanda kick),17,14
5,3.0,Bears,Harlon Hill 40 yard pass from Ed Brown (George Blanda kick),24,14
