,Quarter,Tm,Detail,CHI,DET
0,1.0,Lions,Errol Mann 36 yard field goal,0,3
1,2.0,Lions,Mel Farr 4 yard rush (Errol Mann kick),0,10
2,2.0,Lions,Al Barnes 23 yard pass from Bill Munson (Errol Mann kick),0,17
3,2.0,Lions,Mel Farr 7 yard rush (Errol Mann kick),0,24
4,2.0,Bears,Bob Parsons 6 yard pass from Gary Huff (Mirro Roder kick),7,24
5,3.0,Lions,Ron Jessie 30 yard pass from Bill Munson,7,30
6,3.0,Lions,Errol Mann 37 yard field goal,7,33
7,4.0,Lions,Leon Crosswhite 1 yard rush (Errol Mann kick),7,40
