,Quarter,Tm,Detail,BUF,MIA
0,1.0,Dolphins,Fuad Reveiz 22 yard field goal,0,3
1,1.0,Bills,Greg Bell 1 yard rush (Scott Norwood kick),7,3
2,2.0,Dolphins,Mark Duper 30 yard pass from Dan Marino (Fuad Reveiz kick),7,10
3,3.0,Dolphins,Fuad Reveiz 36 yard field goal,7,13
4,3.0,Dolphins,Lorenzo Hampton 4 yard rush (Fuad Reveiz kick),7,20
5,4.0,Dolphins,Lorenzo Hampton 1 yard rush (Fuad Reveiz kick),7,27
6,4.0,Bills,Andre Reed 6 yard pass from Jim Kelly (Scott Norwood kick),14,27
