,Quarter,Tm,Detail,GNB,DET
0,1.0,Lions,James Jones 1 yard rush (Eddie Murray kick),0,7
1,1.0,Lions,Eddie Murray 29 yard field goal,0,10
2,2.0,Lions,James Jones 13 yard rush (Eddie Murray kick),0,17
3,2.0,Lions,Leonard Thompson 18 yard pass from Eric Hipple (Eddie Murray kick),0,24
4,3.0,Packers,Eddie Lee Ivery 2 yard pass from Lynn Dickey (Jan Stenerud kick),7,24
5,3.0,Lions,James Jones 1 yard rush (Eddie Murray kick),7,31
6,4.0,Lions,Leonard Thompson 37 yard pass from Eric Hipple (Eddie Murray kick),7,38
7,4.0,Packers,Harlan Huckleby 1 yard rush (Jan Stenerud kick),14,38
