,Quarter,Tm,Detail,GNB,DET
0,1,Packers,Ted Fritsch 1 yard rush (Don Hutson kick),7,0
1,2,Packers,Joe Laws 29 yard pass from Irv Comp (Don Hutson kick),14,0
