,Quarter,Tm,Detail,NYG,WAS
0,1.0,Redskins,Don Warren 10 yard pass from Joe Theismann (Mark Moseley kick),0,7
1,1.0,Giants,Joe Morris 56 yard rush (Eric Schubert kick),7,7
2,3.0,Redskins,John Riggins 1 yard rush (Mark Moseley kick),7,14
3,3.0,Giants,Joe Morris 41 yard rush (Eric Schubert kick),14,14
4,3.0,Giants,Joe Morris 8 yard rush (Eric Schubert kick),21,14
5,4.0,Redskins,Mark Moseley 28 yard field goal,21,17
6,4.0,Redskins,Clint Didier 14 yard pass from Jay Schroeder,21,23
