,Quarter,Tm,Detail,GNB,CHI
0,3.0,Bears,Ed Sprinkle 30 yard fumble return (Frank Maznicki kick),0,7
1,3.0,Bears,Frank Maznicki 28 yard field goal,0,10
2,4.0,Packers,Ted Fritsch 3 yard rush (Ted Fritsch kick),7,10
