,Quarter,Tm,Detail,RAM,CHI
0,1.0,Rams,Del Shofner 92 yard pass from Billy Wade (Paige Cothren kick),7,0
1,1.0,Bears,Erich Barnes 41 yard blocked field goal return (George Blanda kick),7,7
2,1.0,Bears,George Blanda 24 yard field goal,7,10
3,2.0,Bears,Willie Galimore 1 yard rush (George Blanda kick),7,17
4,2.0,Rams,Paige Cothren 23 yard field goal,10,17
5,4.0,Bears,Willie Galimore 20 yard rush (George Blanda kick),10,24
6,4.0,Bears,Bill McColl 2 yard pass from Ed Brown (Bill George kick),10,31
